Data,transitivity,grauMedio,average_path_length,modularity,global_average_link_distance,eccentricity,eigenvector,coreness,pagerank,links
1999-12-01,0.5724554092797116,23.621331236897273,20.956376835961226,0.8535773495366198,8.304985300118588e-05,31.368055555555557,0.010413672201052325,14.43854821802935,0.00013102725366876308,90139
2000-01-01,0.5696890977554342,23.27437106918239,21.017531724701215,0.8569455832716251,7.987449452902109e-05,31.58477463312369,0.009594212179077445,14.263102725366876,0.0001310272536687631,88815
2000-02-01,0.5675503450289671,22.72641509433962,26.005277491375654,0.859399524992738,7.632044155213812e-05,33.60220125786164,0.010524914241769401,13.931341719077569,0.0001310272536687631,86724
2000-03-01,0.5675171936174069,22.63233752620545,23.20100267528428,0.8529094951362706,7.526071587899262e-05,36.415880503144656,0.010156203460839584,13.970649895178196,0.0001310272536687631,86365
2000-04-01,0.5661424474263502,22.40382599580713,21.456582708949234,0.8548785599325873,7.375488131710153e-05,37.91352201257862,0.009377560921291715,13.773846960167715,0.0001310272536687631,85493
2000-05-01,0.5656541867195541,22.25969601677149,23.64692971430942,0.8554272686435925,7.28130624704466e-05,38.55778301886792,0.00957344640771222,13.736635220125786,0.0001310272536687631,84943
2000-06-01,0.5661590471754837,22.27541928721174,31.586509443577683,0.8500038682182933,7.285839662345272e-05,38.72012578616352,0.009769372970596452,13.723008385744235,0.0001310272536687631,85003
2000-07-01,0.566857706573809,22.122379454926623,29.617804026497897,0.8473210752319984,7.206090043056183e-05,38.216063941299794,0.0098677809082368,13.660508385744235,0.00013102725366876308,84419
2000-08-01,0.565412296531592,22.101153039832287,29.585524309564843,0.8510248270606359,7.200242132402586e-05,37.984276729559745,0.01012606095091118,13.642688679245284,0.0001310272536687631,84338
2000-09-01,0.567237948754238,22.516509433962263,25.335608547503053,0.857640151462617,7.484547966465598e-05,33.93003144654088,0.008261750140591238,13.764019916142558,0.0001310272536687631,85923
2000-10-01,0.572078325409388,22.97798742138365,20.916493589125455,0.8471404404936294,8.212317260650496e-05,31.75655136268344,0.010213034431068337,14.139544025157234,0.0001310272536687631,87684
2000-11-01,0.5815422372724601,23.735849056603772,24.90125366519166,0.8530829159063378,0.00010513184770650924,35.088967505241094,0.013652871035505871,14.63037211740042,0.0001310272536687631,90576
2000-12-01,0.5873691832899433,24.032494758909852,30.321400323682475,0.8488888827660149,0.00011792464848331637,34.57232704402516,0.014260583255650331,14.695754716981131,0.0001310272536687631,91708
2001-01-01,0.5769682539815052,23.81551362683438,52.44649977458711,0.844344764653475,9.331268587717197e-05,33.86609014675052,0.012103567732367107,14.47877358490566,0.0001310272536687631,90880
2001-02-01,0.5719963695392276,23.488731656184488,34.62145699284091,0.8534930338509815,8.274504582241466e-05,37.71711215932914,0.009645783158205249,14.146619496855346,0.0001310272536687631,89633
2001-03-01,0.5697478728595227,23.22038784067086,35.357489772628306,0.8535839308361818,7.872755705313521e-05,41.58320230607966,0.012091429767655723,14.0,0.0001310272536687631,88609
2001-04-01,0.5674381758659196,23.20361635220126,27.427399259942412,0.8415741437336048,7.831134064667348e-05,37.646619496855344,0.014847375006602678,14.102987421383649,0.0001310272536687631,88545
2001-05-01,0.5677980296818113,23.33700209643606,28.340266805897933,0.8492858528424347,7.936542244474955e-05,33.2336215932914,0.015473966944397484,14.078092243186584,0.0001310272536687631,89054
